,Unnamed: 0,기관,시군구,주소,지역
55,10.0,늘푸른마을노인요양원,충청남도 아산시,충남 아산시 탕정면용두리 81-17,충남
56,11.0,테레사의집,충청남도 아산시,충남 아산시 염치읍방현리 442-9,충남
57,12.0,온양노인복지센터,충청남도 아산시,충청남도 아산시 모종로110,충남
58,13.0,청솔노인전문요양원,충청남도 아산시,충남 아산시 배방읍수철리  74-4,충남
59,14.0,예수교대한성결교회 비전교회,충청남도 아산시,충남 아산시 모종동   594-1,충남
60,0.0,배방지역아동센터,충청남도 아산시,충남 아산시 배방읍북수리  687-29,충남
61,1.0,구세군지역아동센터,충청남도 아산시,충청남도 아산시 신창면 아산장미아파트 (1~8동)9동 201호,충남
62,2.0,의료법인 청화의료재단 시민요양원,충청남도 아산시,충청남도 아산시 상성길50번길 106(영인면),충남
63,3.0,미래지역아동센터,충청남도 아산시,"충청남도 아산시 신창면 남성길 99샘마을아파트 상가동 3층 301,302호",충남
64,4.0,행복한지역아동센터,충청남도 아산시,충남 아산시 모종동554-16,충남
65,5.0,구세군아산지역아동센터,충청남도 아산시,충청남도 아산시 권곡동  542-3 2층,충남
66,6.0,푸른들지역아동센터,충청남도 아산시,충남 아산시 풍기동229-36,충남
67,7.0,예사랑지역아동센터,충청남도 아산시,충남 아산시 모종로 110 (모종동)온양장로교회복지관3층,충남
68,8.0,사랑의집 에덴,충청남도 아산시,충청남도 아산시 아산호로840번길 88-49신남2리 589-5,충남
69,9.0,충청남도노인보호전문기관,충청남도 아산시,충청남도 아산시 모종동  595-28,충남
70,10.0,나눔의교회,충청남도 아산시,충청남도 아산시 배방읍 연화로 37나눔의교회,충남
71,11.0,우리들지역아동센터,충청남도 아산시,충남 아산시 용화동614,충남
72,12.0,신창지역아동센터 한나공부방,충청남도 아산시,충남 아산시 신창면 읍내남길 17신창지역아동센터,충남
73,13.0,새생활지역아동센터,충청남도 아산시,충남 아산시 용화동577,충남
74,14.0,송악반딧불이 지역아동센터,충청남도 아산시,충남 아산시 송악면역촌리23번지 마을회관 내,충남
75,0.0,코닝정밀소재(주)자원봉사센터,충청남도 아산시,충청남도 아산시 탕정면 만전당길30 코닝정밀소재,충남
76,1.0,음봉산동종합사회복지관,충청남도 아산시,충남 아산시 음봉면 산동리420-11,충남
77,2.0,1318 해피존 희망꿈열기터,충청남도 아산시,충청남도 아산시 권곡동 충무로82번길24 1318해피존희망꿈열기터,충남
78,3.0,순천향대학교,충청남도 아산시,충청남도 아산시 신창면 순천향로22 순천향대학교 인문대학 1층 향설나눔대학 운영지원팀,충남
79,4.0,사회복지법인 사랑해,충청남도 아산시,충청남도 아산시 초사동  110-2,충남
80,5.0,(사)한국농아인협회 충남협회 아산시지회,충청남도 아산시,충청남도 아산시 탕정면 선문로 217-23층,충남
81,6.0,온양손말지역아동센터,충청남도 아산시,충남 아산시 권곡동409-12,충남
82,7.0,효명노인전문요양원,충청남도 아산시,충남 아산시 도고면 석당리148-2,충남
83,8.0,아인하우스,충청남도 아산시,충남 아산시 방축동160-3,충남
84,9.0,온양정애원,충청남도 아산시,충남 아산시 온천동306-14,충남
85,10.0,다정마을요양원,충청남도 아산시,충남 아산시 도고면 향산리58-1,충남
86,11.0,나누미권곡지역아동센터,충청남도 아산시,충남 아산시 인주면 공세길 45-41층,충남
87,12.0,꿈자리지역아동센터,충청남도 아산시,충남 아산시 모종동569-5,충남
88,13.0,가나안복지원,충청남도 아산시,충청남도 아산시 음봉면충무로 681번길 54-25,충남
89,14.0,아산노인복지센터,충청남도 아산시,충남 아산시 도고면 기곡리237번지,충남
90,0.0,(사)충남장애인부모회아산지회,충청남도 아산시,충청남도 아산시 시민로457번길31 동우빌딩 1층 장애인부모회,충남
91,1.0,아산서부종합사회복지관,충청남도 아산시,충청남도 아산시 도고면로110번길16,충남
92,2.0,아산시사회복지협의회,충청남도 아산시,충청남도 아산시 어의정로65번길 25 (용화동).,충남
93,3.0,아산시기초푸드뱅크,충청남도 아산시,충남 아산시 배방면 북수리707-74,충남
94,4.0,온유한집,충청남도 아산시,충남 아산시 선장면 서부남로172번길 12-42온유한집,충남
95,5.0,사회복귀시설 좋은이웃,충청남도 아산시,충청남도 아산시 음봉면 음봉로681번길75 좋은이웃,충남
96,6.0,아산시노인종합복지관,충청남도 아산시,충청남도 아산시 남산로10,충남
97,7.0,사회복지법인 석촌재단,충청남도 아산시,충남 아산시 영인면 신정리길 189189,충남
98,8.0,아산시장애인복지관,충청남도 아산시,충남 아산시 실옥동192-1,충남
99,9.0,사회복지법인일신원,충청남도 아산시,충남 아산시 신창면 읍내리 542-1,충남
100,10.0,장애인성폭력아산상담소,충청남도 아산시,"충청남도 아산시 온천동  번영로115번길20-14,201호",충남
101,11.0,탕정한마음종합사회복지관,충청남도 아산시,충청남도 아산시 탕정면 탕정면로40번길 12탕정한마음종합사회복지관,충남
102,12.0,아산종합사회복지관,충청남도 아산시,충남 아산시 영인면 아산리125-2,충남
103,13.0,온주종합사회복지관,충청남도 아산시,충청남도 아산시 읍내동 외암로1420,충남
104,14.0,정애시니어빌,충청남도 아산시,충청남도 아산시 선장면 서부남로209,충남
0,0.0,해미경애요양원,충청남도 서산시,충남 서산시 해미면 성지3길 39-43 해미경애요양원,충남
1,1.0,미래나무지역아동센터,충청남도 서산시,충청남도 서산시 대산읍 대산원두골길 98,충남
2,2.0,서림요양원,충청남도 서산시,충청남도 서산시 음암면 석동로 169,충남
3,3.0,물가수요양원,충청남도 서산시,충청남도 서산시 대산읍 탑성골2길 34-29물가수요양원,충남
4,4.0,두리사랑단기보호,충청남도 서산시,충청남도 서산시 음암면 황금터길 201두리사랑단기보호,충남
5,5.0,사회복지법인 서산,충청남도 서산시,충청남도 서산시 군진5길5-4,충남
6,6.0,행복한둥지 공동생활가정,충청남도 서산시,"충청남도 서산시 남부순환로767, 삼성아파트 102동 704호",충남
7,7.0,화목한지역아동센터,충청남도 서산시,"충청남도 서산시 인지면 둔당로105-9, 청구상가동 202호",충남
8,8.0,운산신용협동조합,충청남도 서산시,충청남도 서산시 운산면 오리안2길4,충남
9,9.0,서산실버빌요양원병설 재가노인복지센터,충청남도 서산시,충청남도 서산시 갓고개길156,충남
10,10.0,주을노인요양원,충청남도 서산시,충청남도 서산시 수석동 주을2길1,충남
11,11.0,서림직업재활원,충청남도 서산시,충청남도 서산시 음암면 석동로169,충남
12,12.0,서림단기보호,충청남도 서산시,충청남도 서산시 음암면 석동로169,충남
13,13.0,수린목요양원,충청남도 서산시,충청남도 서산시 운산면 새터로135,충남
14,14.0,사회복지법인 활란복지재단,충청남도 서산시,충청남도 서산시 지곡면 도성로369-7,충남
15,0.0,꿈둥지공동생활가정,충청남도 서산시,충청남도 서산시 석남동 동서1로152-15,충남
16,1.0,사단법인 서산자원봉사협의회,충청남도 서산시,충청남도 서산시 대산읍 물안1로123(호남석유사택 복지관내),충남
17,2.0,서산시다문화가족지원센터,충청남도 서산시,충남 서산시 동문동 207-11번지 5층,충남
18,3.0,서산가족상담지원센터,충청남도 서산시,충청남도 서산시 율지8로60,충남
19,4.0,늘푸른방문요양방문목욕센터,충청남도 서산시,충남 서산시 동문동 423-5 3층,충남
20,5.0,사회복지법인 서산본향복지재단,충청남도 서산시,충청남도 서산시 정주골1길15(석림동 795-17),충남
21,6.0,미문공부방 지역아동센터,충청남도 서산시,충남 서산시 음암면상홍리 171,충남
22,7.0,산울공부방지역아동센터,충청남도 서산시,충남 서산시 음암면부산리533,충남
23,8.0,성남보육원,충청남도 서산시,충남 서산시 동문동9-5,충남
24,9.0,두리사랑보호작업장,충청남도 서산시,충청남도 서산시 황금터길201,충남
25,10.0,서산시수화통역센터,충청남도 서산시,충남 서산시 동문동311-22 에덴빌딩 3층,충남
26,11.0,서산농업협동조합,충청남도 서산시,충남 서산시 석남동128번지,충남
27,12.0,서산지역자활센터,충청남도 서산시,충청남도 서산시 효행6길 19 (동문동)서산지역자활센터,충남
28,13.0,서산시장애인보호작업장,충청남도 서산시,충청남도 서산시 호수공원14로17,충남
29,14.0,서산노인복지센터,충청남도 서산시,충남 서산시 지곡면도성리293-15,충남
30,0.0,서산노인요양원,충청남도 서산시,충청남도 서산시 잠곡2길58 서산노인요양원,충남
31,1.0,방과후푸른교실 지역아동센터,충청남도 서산시,충남 서산시 석남동119-1 B동 1층,충남
32,2.0,은포공부방지역아동센타,충청남도 서산시,충청남도 서산시 고북면 고북1로302-4,충남
33,3.0,서산시사회복지협의회,충청남도 서산시,충남 서산시 율지3로 36 (동문동)태양빌딩 2층,충남
34,4.0,구세군서산석림사회복지관,충청남도 서산시,충청남도 서산시 서해로3456,충남
35,5.0,샤론노인요양원,충청남도 서산시,충청남도 서산시 고북면 고수관로596-6,충남
36,6.0,서해아이들지역아동센터,충청남도 서산시,충남 서산시 동문동507-3,충남
37,7.0,서산시장애인복지관,충청남도 서산시,충청남도 서산시 호수공원14로6길(예천동),충남
38,8.0,서산시종합사회복지관,충청남도 서산시,충청남도 서산시 호수공원14로6,충남
39,9.0,서림케어드림,충청남도 서산시,충남 서산시 음암면 석동로 169 서림케어드림,충남
0,0.0,A+행복한요양원,충청남도 논산시,충남 논산시 성동면 논산평야로436번길 48 A+행복한요양원,충남
1,1.0,뉴양촌수양관복지랜드,충청남도 논산시,충남 논산시 양촌면 신기길 25-76 뉴양촌수양관복지랜드,충남
2,2.0,큰사랑섬김의집,충청남도 논산시,충청남도 논산시 광석면 논산평야로 752-36큰사랑섬김의집,충남
3,3.0,더큰사랑요양원,충청남도 논산시,충청남도 논산시 은진면 대학로 182,충남
4,4.0,가온요양원,충청남도 논산시,충청남도 논산시 은진면 와야2길 39-10가온요양원,충남
5,5.0,논산실버효센터,충청남도 논산시,충청남도 논산시 연산면 계백송정3길 12-5,충남
6,6.0,논산시시니어클럽,충청남도 논산시,충청남도 논산시 관촉로 279 (취암동),충남
7,7.0,죽림노인양로원,충청남도 논산시,충청남도 논산시 연무읍 죽림동길 82죽림노인양로원,충남
8,8.0,강경효사랑요양병원,충청남도 논산시,충청남도 논산시 강경읍 여강로1294,충남
9,9.0,해피니스요양원,충청남도 논산시,충청남도 논산시 연산면 천호4길23-2,충남
10,10.0,천사요양원,충청남도 논산시,충청남도 논산시 연산면 계백송정2길48,충남
11,11.0,논산노인복지센터,충청남도 논산시,충청남도 논산시 연무읍 안심로54-1 논산노인복지센터,충남
12,12.0,다온지역아동센터,충청남도 논산시,충청남도 논산시 부적면 마구평길12-15,충남
13,13.0,의료법인강경의료재단 다사랑요양병원,충청남도 논산시,충청남도 논산시 강경읍 대흥로45-1,충남
14,14.0,만복이네공부방지역아동센터,충청남도 논산시,충청남도 논산시 연산면 연산4길5,충남
15,0.0,논산시다문화가족지원센터,충청남도 논산시,"충청남도 논산시 취암동 관촉로277번길23-13, 3층",충남
16,1.0,행복한가정만들기운동본부상담실,충청남도 논산시,충청남도 당진시 용연동 역천로604,충남
17,2.0,충청남도남부노인보호전문기관,충청남도 논산시,"충청남도 논산시 내동 시민로210번길9-8, 2층",충남
18,3.0,아낌없이주는나무요양원,충청남도 논산시,충청남도 논산시 내동506-62,충남
